usd_xr,date
63.57880000,2019-12-11
63.56530000,2019-12-12
63.22570000,2019-12-13
62.55440000,2019-12-14
62.55440000,2019-12-15
62.55440000,2019-12-16
62.76860000,2019-12-17
62.53260000,2019-12-18
62.58310000,2019-12-19
62.52830000,2019-12-20
62.40710000,2019-12-21
62.40710000,2019-12-22
62.40710000,2019-12-23
62.24990000,2019-12-24
62.16730000,2019-12-25
61.71640000,2019-12-26
61.76760000,2019-12-27
62.03150000,2019-12-28
62.03150000,2019-12-29
62.03150000,2019-12-30
61.90570000,2019-12-31
61.90570000,2020-01-01
61.90570000,2020-01-02
61.90570000,2020-01-03
61.90570000,2020-01-04
61.90570000,2020-01-05
61.90570000,2020-01-06
61.90570000,2020-01-07
61.90570000,2020-01-08
61.90570000,2020-01-09
61.23400000,2020-01-10
61.26320000,2020-01-11
61.26320000,2020-01-12
61.26320000,2020-01-13
60.94740000,2020-01-14
61.41400000,2020-01-15
61.43280000,2020-01-16
61.56940000,2020-01-17
61.53330000,2020-01-18
61.53330000,2020-01-19
61.53330000,2020-01-20
61.46540000,2020-01-21
61.85520000,2020-01-22
61.83430000,2020-01-23
61.95150000,2020-01-24
61.80310000,2020-01-25
61.80310000,2020-01-26
61.80310000,2020-01-27
62.33800000,2020-01-28
62.82990000,2020-01-29
62.39340000,2020-01-30
63.03590000,2020-01-31
63.13850000,2020-02-01
63.13850000,2020-02-02
63.13850000,2020-02-03
63.90910000,2020-02-04
63.43420000,2020-02-05
63.17420000,2020-02-06
62.79770000,2020-02-07
63.47200000,2020-02-08
63.47200000,2020-02-09
63.47200000,2020-02-10
63.77080000,2020-02-11
63.94900000,2020-02-12
63.04700000,2020-02-13
63.60160000,2020-02-14
63.45360000,2020-02-15
63.45360000,2020-02-16
63.45360000,2020-02-17
63.30850000,2020-02-18
63.76980000,2020-02-19
63.68730000,2020-02-20
63.74130000,2020-02-21
64.30080000,2020-02-22
64.30080000,2020-02-23
64.30080000,2020-02-24
64.30080000,2020-02-25
64.92130000,2020-02-26
65.51770000,2020-02-27
65.60970000,2020-02-28
66.99090000,2020-02-29
66.99090000,2020-03-01
66.99090000,2020-03-02
66.32740000,2020-03-03
66.44370000,2020-03-04
66.07840000,2020-03-05
66.18540000,2020-03-06
67.51750000,2020-03-07
67.51750000,2020-03-08
67.51750000,2020-03-09
67.51750000,2020-03-10
72.02080000,2020-03-11
71.47200000,2020-03-12
74.02740000,2020-03-13
73.18820000,2020-03-14
73.18820000,2020-03-15
73.18820000,2020-03-16
74.12620000,2020-03-17
73.88960000,2020-03-18
77.21310000,2020-03-19
80.15700000,2020-03-20
78.04430000,2020-03-21
78.04430000,2020-03-22
78.04430000,2020-03-23
80.88150000,2020-03-24
78.84930000,2020-03-25
77.79280000,2020-03-26
78.72230000,2020-03-27
77.73250000,2020-03-28
77.73250000,2020-03-29
77.73250000,2020-03-30
77.73250000,2020-03-31
77.73250000,2020-04-01
77.73250000,2020-04-02
77.73250000,2020-04-03
77.73250000,2020-04-04
77.73250000,2020-04-05
77.73250000,2020-04-06
76.40740000,2020-04-07
75.45500000,2020-04-08
75.74990000,2020-04-09
74.60500000,2020-04-10
73.75150000,2020-04-11
73.75150000,2020-04-12
73.75150000,2020-04-13
73.52450000,2020-04-14
73.31500000,2020-04-15
73.71450000,2020-04-16
74.71190000,2020-04-17
73.94410000,2020-04-18
73.94410000,2020-04-19
73.94410000,2020-04-20
74.66570000,2020-04-21
76.25620000,2020-04-22
77.04160000,2020-04-23
75.12900000,2020-04-24
74.71630000,2020-04-25
74.71630000,2020-04-26
74.71630000,2020-04-27
74.49600000,2020-04-28
74.57060000,2020-04-29
73.68940000,2020-04-30
72.72630000,2020-05-01
72.72630000,2020-05-02
72.72630000,2020-05-03
72.72630000,2020-05-04
72.72630000,2020-05-05
72.72630000,2020-05-06
73.97190000,2020-05-07
74.11690000,2020-05-08
73.87250000,2020-05-09
73.87250000,2020-05-10
73.87250000,2020-05-11
73.87250000,2020-05-12
73.43260000,2020-05-13
73.58190000,2020-05-14
73.92980000,2020-05-15
73.20560000,2020-05-16
73.20560000,2020-05-17
73.20560000,2020-05-18
72.97980000,2020-05-19
72.39180000,2020-05-20
72.33810000,2020-05-21
70.92400000,2020-05-22
71.88040000,2020-05-23
71.88040000,2020-05-24
71.88040000,2020-05-25
71.59620000,2020-05-26
71.14080000,2020-05-27
71.06350000,2020-05-28
71.10120000,2020-05-29
70.75200000,2020-05-30
70.75200000,2020-05-31
70.75200000,2020-06-01
69.71140000,2020-06-02
68.98310000,2020-06-03
68.34130000,2020-06-04
69.01510000,2020-06-05
68.63190000,2020-06-06
68.63190000,2020-06-07
68.63190000,2020-06-08
68.31230000,2020-06-09
68.67450000,2020-06-10
68.61830000,2020-06-11
69.12190000,2020-06-12
69.12190000,2020-06-13
69.12190000,2020-06-14
69.12190000,2020-06-15
70.39500000,2020-06-16
69.75240000,2020-06-17
69.48220000,2020-06-18
69.61800000,2020-06-19
69.57250000,2020-06-20
69.57250000,2020-06-21
69.57250000,2020-06-22
69.48350000,2020-06-23
68.83760000,2020-06-24
68.83760000,2020-06-25
69.46600000,2020-06-26
69.12840000,2020-06-27
69.12840000,2020-06-28
69.12840000,2020-06-29
69.95130000,2020-06-30
70.44130000,2020-07-01
70.44130000,2020-07-02
70.51980000,2020-07-03
70.49990000,2020-07-04
70.49990000,2020-07-05
70.49990000,2020-07-06
71.34090000,2020-07-07
72.17190000,2020-07-08
71.23790000,2020-07-09
70.88000000,2020-07-10
71.22980000,2020-07-11
71.22980000,2020-07-12
71.22980000,2020-07-13
70.74790000,2020-07-14
71.12750000,2020-07-15
70.79980000,2020-07-16
71.23100000,2020-07-17
71.71390000,2020-07-18
71.71390000,2020-07-19
71.71390000,2020-07-20
71.96280000,2020-07-21
70.96680000,2020-07-22
70.78810000,2020-07-23
70.96300000,2020-07-24
71.59740000,2020-07-25
71.59740000,2020-07-26
71.59740000,2020-07-27
71.58500000,2020-07-28
71.91960000,2020-07-29
72.23480000,2020-07-30
73.36330000,2020-07-31
73.42610000,2020-08-01
73.42610000,2020-08-02
73.42610000,2020-08-03
74.15860000,2020-08-04
73.38060000,2020-08-05
73.28060000,2020-08-06
73.03970000,2020-08-07
73.63760000,2020-08-08
73.63760000,2020-08-09
73.63760000,2020-08-10
73.77500000,2020-08-11
73.15220000,2020-08-12
73.23510000,2020-08-13
73.60670000,2020-08-14
73.21570000,2020-08-15
73.21570000,2020-08-16
73.21570000,2020-08-17
72.96760000,2020-08-18
73.43210000,2020-08-19
73.23920000,2020-08-20
73.77110000,2020-08-21
74.09990000,2020-08-22
74.09990000,2020-08-23
74.09990000,2020-08-24
74.41840000,2020-08-25
74.51260000,2020-08-26
75.53790000,2020-08-27
75.23540000,2020-08-28
74.63820000,2020-08-29
74.63820000,2020-08-30
74.63820000,2020-08-31
73.80390000,2020-09-01
73.58490000,2020-09-02
73.85880000,2020-09-03
75.46800000,2020-09-04
75.18230000,2020-09-05
75.18230000,2020-09-06
75.18230000,2020-09-07
75.59100000,2020-09-08
75.96450000,2020-09-09
76.07130000,2020-09-10
75.52740000,2020-09-11
74.88960000,2020-09-12
74.88960000,2020-09-13
74.88960000,2020-09-14
74.71480000,2020-09-15
75.18840000,2020-09-16
74.92780000,2020-09-17
75.19410000,2020-09-18
75.03190000,2020-09-19
75.03190000,2020-09-20
75.03190000,2020-09-21
76.03810000,2020-09-22
76.27110000,2020-09-23
76.35450000,2020-09-24
77.17800000,2020-09-25
76.81950000,2020-09-26
76.81950000,2020-09-27
76.81950000,2020-09-28
78.67130000,2020-09-29
79.68450000,2020-09-30
78.78470000,2020-10-01
77.27740000,2020-10-02
78.09150000,2020-10-03
78.09150000,2020-10-04
78.09150000,2020-10-05
78.12810000,2020-10-06
78.51190000,2020-10-07
78.09210000,2020-10-08
77.91570000,2020-10-09
77.02840000,2020-10-10
77.02840000,2020-10-11
77.02840000,2020-10-12
77.02390000,2020-10-13
77.28550000,2020-10-14
77.27590000,2020-10-15
77.94610000,2020-10-16
77.96440000,2020-10-17
77.96440000,2020-10-18
77.96440000,2020-10-19
77.92410000,2020-10-20
77.77800000,2020-10-21
77.03220000,2020-10-22
77.08090000,2020-10-23
76.46670000,2020-10-24
76.46670000,2020-10-25
76.46670000,2020-10-26
76.44430000,2020-10-27
76.45560000,2020-10-28
77.55200000,2020-10-29
78.86990000,2020-10-30
79.33230000,2020-10-31
79.33230000,2020-11-01
79.33230000,2020-11-02
80.57490000,2020-11-03
80.00060000,2020-11-04
80.00060000,2020-11-05
78.45590000,2020-11-06
77.18750000,2020-11-07
77.18750000,2020-11-08
77.18750000,2020-11-09
76.95150000,2020-11-10
76.39780000,2020-11-11
76.20750000,2020-11-12
77.11480000,2020-11-13
77.32620000,2020-11-14
77.32620000,2020-11-15
77.32620000,2020-11-16
76.91970000,2020-11-17
76.25300000,2020-11-18
75.92680000,2020-11-19
76.26270000,2020-11-20
76.01200000,2020-11-21
76.01200000,2020-11-22
76.01200000,2020-11-23
75.76000000,2020-11-24
75.81460000,2020-11-25
75.47270000,2020-11-26
75.45180000,2020-11-27
75.85990000,2020-11-28
75.85990000,2020-11-29
75.85990000,2020-11-30
76.19990000,2020-12-01
76.32030000,2020-12-02
75.61510000,2020-12-03
75.19960000,2020-12-04
74.25290000,2020-12-05
74.25290000,2020-12-06
74.25290000,2020-12-07
74.25060000,2020-12-08
73.66180000,2020-12-09
73.30570000,2020-12-10
73.71240000,2020-12-11
73.11950000,2020-12-12
73.11950000,2020-12-13
73.11950000,2020-12-14
72.92720000,2020-12-15
73.44530000,2020-12-16
73.42010000,2020-12-17
72.97810000,2020-12-18
73.31550000,2020-12-19
73.31550000,2020-12-20
73.31550000,2020-12-21
74.67210000,2020-12-22
75.34980000,2020-12-23
75.45710000,2020-12-24
74.83920000,2020-12-25
73.69210000,2020-12-26
73.69210000,2020-12-27
73.69210000,2020-12-28
73.71750000,2020-12-29
73.65670000,2020-12-30
73.87570000,2020-12-31
73.87570000,2021-01-01
73.87570000,2021-01-02
73.87570000,2021-01-03
73.87570000,2021-01-04
73.87570000,2021-01-05
73.87570000,2021-01-06
73.87570000,2021-01-07
73.87570000,2021-01-08
73.87570000,2021-01-09
73.87570000,2021-01-10
73.87570000,2021-01-11
74.51570000,2021-01-12
74.26630000,2021-01-13
73.52640000,2021-01-14
73.79610000,2021-01-15
73.54530000,2021-01-16
73.54530000,2021-01-17
73.54530000,2021-01-18
73.97350000,2021-01-19
73.72430000,2021-01-20
73.35500000,2021-01-21
73.36940000,2021-01-22
74.36150000,2021-01-23
74.36150000,2021-01-24
74.36150000,2021-01-25
74.85690000,2021-01-26
75.63540000,2021-01-27
75.04000000,2021-01-28
76.18540000,2021-01-29
76.25270000,2021-01-30
76.25270000,2021-01-31
76.25270000,2021-02-01
75.50530000,2021-02-02
75.90510000,2021-02-03
76.08010000,2021-02-04
75.72930000,2021-02-05
75.11070000,2021-02-06
75.11070000,2021-02-07
75.11070000,2021-02-08
74.26020000,2021-02-09
74.11920000,2021-02-10
73.85260000,2021-02-11
73.75790000,2021-02-12
73.93780000,2021-02-13
73.93780000,2021-02-14
73.93780000,2021-02-15
73.30920000,2021-02-16
73.28950000,2021-02-17
73.76690000,2021-02-18
73.77550000,2021-02-19
73.97170000,2021-02-20
73.98330000,2021-02-21
73.98330000,2021-02-22
73.98330000,2021-02-23
73.98330000,2021-02-24
73.75320000,2021-02-25
73.47470000,2021-02-26
74.43730000,2021-02-27
74.43730000,2021-02-28
74.43730000,2021-03-01
74.04480000,2021-03-02
74.57550000,2021-03-03
73.51870000,2021-03-04
73.78640000,2021-03-05
74.42750000,2021-03-06
74.42750000,2021-03-07
74.42750000,2021-03-08
74.42750000,2021-03-09
74.26400000,2021-03-10
74.03930000,2021-03-11
73.49960000,2021-03-12
73.50810000,2021-03-13
73.50810000,2021-03-14
73.50810000,2021-03-15
73.23170000,2021-03-16
72.96190000,2021-03-17
73.10190000,2021-03-18
73.65820000,2021-03-19
74.13900000,2021-03-20
74.13900000,2021-03-21
74.13900000,2021-03-22
74.60850000,2021-03-23
75.35850000,2021-03-24
76.15350000,2021-03-25
76.17410000,2021-03-26
75.75760000,2021-03-27
75.75760000,2021-03-28
75.75760000,2021-03-29
75.82870000,2021-03-30
75.70230000,2021-03-31
75.63730000,2021-04-01
75.80730000,2021-04-02
76.07340000,2021-04-03
76.07340000,2021-04-04
76.07340000,2021-04-05
76.60520000,2021-04-06
76.38020000,2021-04-07
77.77300000,2021-04-08
77.10110000,2021-04-09
77.16570000,2021-04-10
77.16570000,2021-04-11
77.16570000,2021-04-12
77.51040000,2021-04-13
77.25350000,2021-04-14
75.68260000,2021-04-15
76.98080000,2021-04-16
75.55350000,2021-04-17
75.55350000,2021-04-18
75.55350000,2021-04-19
76.24910000,2021-04-20
76.01550000,2021-04-21
76.81980000,2021-04-22
76.42170000,2021-04-23
75.08930000,2021-04-24
75.08930000,2021-04-25
75.08930000,2021-04-26
74.76800000,2021-04-27
74.95780000,2021-04-28
74.93900000,2021-04-29
74.38230000,2021-04-30
74.84510000,2021-05-01
74.84510000,2021-05-02
74.84510000,2021-05-03
74.84510000,2021-05-04
75.25670000,2021-05-05
74.86170000,2021-05-06
74.57700000,2021-05-07
74.13730000,2021-05-08
74.13730000,2021-05-09
74.13730000,2021-05-10
74.13730000,2021-05-11
74.15670000,2021-05-12
74.04000000,2021-05-13
74.35660000,2021-05-14
73.99680000,2021-05-15
73.99680000,2021-05-16
73.99680000,2021-05-17
73.85370000,2021-05-18
73.69920000,2021-05-19
73.67780000,2021-05-20
73.60070000,2021-05-21
73.58030000,2021-05-22
73.58030000,2021-05-23
73.58030000,2021-05-24
73.52660000,2021-05-25
73.39630000,2021-05-26
73.47370000,2021-05-27
73.45800000,2021-05-28
73.58700000,2021-05-29
73.58700000,2021-05-30
73.58700000,2021-05-31
73.29650000,2021-06-01
73.24110000,2021-06-02
73.49790000,2021-06-03
73.26360000,2021-06-04
73.27210000,2021-06-05
73.27210000,2021-06-06
73.27210000,2021-06-07
72.92940000,2021-06-08
72.82560000,2021-06-09
72.08290000,2021-06-10
72.19740000,2021-06-11
71.67970000,2021-06-12
71.67970000,2021-06-13
71.67970000,2021-06-14
71.67970000,2021-06-15
71.83180000,2021-06-16
72.03230000,2021-06-17
72.50480000,2021-06-18
72.22160000,2021-06-19
72.22160000,2021-06-20
72.22160000,2021-06-21
73.19870000,2021-06-22
73.16610000,2021-06-23
72.66710000,2021-06-24
72.32600000,2021-06-25
72.16940000,2021-06-26
72.16940000,2021-06-27
72.16940000,2021-06-28
72.17770000,2021-06-29
72.37230000,2021-06-30
72.72340000,2021-07-01
72.90860000,2021-07-02
73.61750000,2021-07-03
73.61750000,2021-07-04
73.61750000,2021-07-05
73.35400000,2021-07-06
73.26600000,2021-07-07
74.05800000,2021-07-08
75.19520000,2021-07-09
74.46750000,2021-07-10
74.46750000,2021-07-11
74.46750000,2021-07-12
74.63360000,2021-07-13
74.05890000,2021-07-14
74.12360000,2021-07-15
74.21970000,2021-07-16
74.16560000,2021-07-17
74.16560000,2021-07-18
74.16560000,2021-07-19
74.34630000,2021-07-20
74.49100000,2021-07-21
74.49470000,2021-07-22
73.69450000,2021-07-23
73.76630000,2021-07-24
73.76630000,2021-07-25
73.76630000,2021-07-26
74.09800000,2021-07-27
73.84710000,2021-07-28
73.60880000,2021-07-29
73.19040000,2021-07-30
73.13880000,2021-07-31
73.13880000,2021-08-01
73.13880000,2021-08-02
73.01560000,2021-08-03
72.87240000,2021-08-04
72.78570000,2021-08-05
73.16800000,2021-08-06
73.13040000,2021-08-07
73.13040000,2021-08-08
73.13040000,2021-08-09
73.50780000,2021-08-10
73.59620000,2021-08-11
73.96950000,2021-08-12
73.56710000,2021-08-13
73.47210000,2021-08-14
73.47210000,2021-08-15
73.47210000,2021-08-16
73.39200000,2021-08-17
73.47530000,2021-08-18
73.46330000,2021-08-19
74.15030000,2021-08-20
74.36400000,2021-08-21
74.36400000,2021-08-22
74.36400000,2021-08-23
74.06660000,2021-08-24
73.94650000,2021-08-25
73.74280000,2021-08-26
73.99080000,2021-08-27
73.98660000,2021-08-28
73.98660000,2021-08-29
73.98660000,2021-08-30
73.57440000,2021-08-31
73.27810000,2021-09-01
73.19120000,2021-09-02
72.84910000,2021-09-03
72.85450000,2021-09-04
72.85450000,2021-09-05
72.85450000,2021-09-06
72.95380000,2021-09-07
73.19090000,2021-09-08
73.44210000,2021-09-09
73.12900000,2021-09-10
72.76000000,2021-09-11
72.76000000,2021-09-12
72.76000000,2021-09-13
73.08410000,2021-09-14
72.71710000,2021-09-15
72.85200000,2021-09-16
72.43290000,2021-09-17
72.56020000,2021-09-18
72.56020000,2021-09-19
72.56020000,2021-09-20
73.33150000,2021-09-21
73.20670000,2021-09-22
72.88060000,2021-09-23
72.72450000,2021-09-24
73.00810000,2021-09-25
73.00810000,2021-09-26
73.00810000,2021-09-27
72.66130000,2021-09-28
72.50830000,2021-09-29
72.76080000,2021-09-30
72.66420000,2021-10-01
72.92150000,2021-10-02
72.92150000,2021-10-03
72.92150000,2021-10-04
72.92390000,2021-10-05
72.56860000,2021-10-06
72.56820000,2021-10-07
72.28540000,2021-10-08
71.98820000,2021-10-09
71.98820000,2021-10-10
71.98820000,2021-10-11
71.63730000,2021-10-12
71.88010000,2021-10-13
71.85770000,2021-10-14
71.78460000,2021-10-15
71.23710000,2021-10-16
71.23710000,2021-10-17
71.23710000,2021-10-18
71.17140000,2021-10-19
70.96740000,2021-10-20
71.05550000,2021-10-21
70.99040000,2021-10-22
70.86230000,2021-10-23
70.86230000,2021-10-24
70.86230000,2021-10-25
70.13450000,2021-10-26
69.55260000,2021-10-27
69.81040000,2021-10-28
70.52070000,2021-10-29
70.52000000,2021-10-30
70.52000000,2021-10-31
70.52000000,2021-11-01
71.08630000,2021-11-02
71.47830000,2021-11-03
71.48760000,2021-11-04
71.48760000,2021-11-05
71.48760000,2021-11-06
71.48760000,2021-11-07
71.48760000,2021-11-08
71.39750000,2021-11-09
71.28660000,2021-11-10
70.69500000,2021-11-11
71.19640000,2021-11-12
71.81180000,2021-11-13
71.81180000,2021-11-14
71.81180000,2021-11-15
72.27240000,2021-11-16
72.55530000,2021-11-17
72.82280000,2021-11-18
72.60220000,2021-11-19
72.76170000,2021-11-20
72.76170000,2021-11-21
72.76170000,2021-11-22
73.45060000,2021-11-23
74.83270000,2021-11-24
74.37260000,2021-11-25
74.60040000,2021-11-26
75.58730000,2021-11-27
75.58730000,2021-11-28
75.58730000,2021-11-29
74.98180000,2021-11-30
74.89260000,2021-12-01
73.97460000,2021-12-02
74.06370000,2021-12-03
73.74260000,2021-12-04
73.74260000,2021-12-05
73.74260000,2021-12-06
73.66940000,2021-12-07
74.13990000,2021-12-08
73.84530000,2021-12-09
73.59980000,2021-12-10
73.60590000,2021-12-11
73.60590000,2021-12-12
73.60590000,2021-12-13
73.41070000,2021-12-14
73.46980000,2021-12-15
73.85100000,2021-12-16
73.57080000,2021-12-17
73.73300000,2021-12-18
73.73300000,2021-12-19
73.73300000,2021-12-20
74.29470000,2021-12-21
73.82060000,2021-12-22
73.79010000,2021-12-23
73.35830000,2021-12-24
73.18860000,2021-12-25
73.18860000,2021-12-26
73.18860000,2021-12-27
73.23290000,2021-12-28
73.49590000,2021-12-29
73.65140000,2021-12-30
74.29260000,2021-12-31
74.29260000,2022-01-01
74.29260000,2022-01-02
74.29260000,2022-01-03
74.29260000,2022-01-04
74.29260000,2022-01-05
74.29260000,2022-01-06
74.29260000,2022-01-07
74.29260000,2022-01-08
74.29260000,2022-01-09
74.29260000,2022-01-10
75.13150000,2022-01-11
74.83550000,2022-01-12
74.52770000,2022-01-13
74.56860000,2022-01-14
75.76680000,2022-01-15
75.76680000,2022-01-16
75.76680000,2022-01-17
76.04040000,2022-01-18
76.33470000,2022-01-19
76.86970000,2022-01-20
76.44080000,2022-01-21
76.69030000,2022-01-22
76.69030000,2022-01-23
76.69030000,2022-01-24
77.36490000,2022-01-25
78.64220000,2022-01-26
78.94370000,2022-01-27
78.94700000,2022-01-28
77.81740000,2022-01-29
77.81740000,2022-01-30
77.81740000,2022-01-31
77.47020000,2022-02-01
77.13020000,2022-02-02
76.48490000,2022-02-03
76.65010000,2022-02-04
76.05090000,2022-02-05
76.05090000,2022-02-06
76.05090000,2022-02-07
75.68060000,2022-02-08
75.30420000,2022-02-09
74.80150000,2022-02-10
74.72410000,2022-02-11
74.98670000,2022-02-12
74.98670000,2022-02-13
74.98670000,2022-02-14
76.57620000,2022-02-15
76.16600000,2022-02-16
75.01410000,2022-02-17
75.75270000,2022-02-18
75.76190000,2022-02-19
75.76190000,2022-02-20
75.76190000,2022-02-21
76.76710000,2022-02-22
80.41940000,2022-02-23
80.41940000,2022-02-24
86.92880000,2022-02-25
83.54850000,2022-02-26
83.54850000,2022-02-27
83.54850000,2022-02-28
93.55890000,2022-03-01
91.74570000,2022-03-02
103.24870000,2022-03-03
111.75640000,2022-03-04
105.81240000,2022-03-05
105.81240000,2022-03-06
105.81240000,2022-03-07
105.81240000,2022-03-08
105.81240000,2022-03-09
116.08470000,2022-03-10
120.37850000,2022-03-11
116.75170000,2022-03-12
116.75170000,2022-03-13
116.75170000,2022-03-14
115.19630000,2022-03-15
111.48230000,2022-03-16
108.05210000,2022-03-17
104.80120000,2022-03-18
103.95240000,2022-03-19
103.95240000,2022-03-20
103.95240000,2022-03-21
104.68190000,2022-03-22
104.07410000,2022-03-23
103.16180000,2022-03-24
96.04580000,2022-03-25
95.66180000,2022-03-26
95.66180000,2022-03-27
95.66180000,2022-03-28
93.71250000,2022-03-29
86.28430000,2022-03-30
84.08510000,2022-03-31
83.40970000,2022-04-01
83.42850000,2022-04-02
83.42850000,2022-04-03
83.42850000,2022-04-04
83.59320000,2022-04-05
83.35200000,2022-04-06
82.59620000,2022-04-07
76.25470000,2022-04-08
74.85010000,2022-04-09
74.85010000,2022-04-10
74.85010000,2022-04-11
79.15960000,2022-04-12
79.62740000,2022-04-13
79.84710000,2022-04-14
81.28800000,2022-04-15
80.04370000,2022-04-16
80.04370000,2022-04-17
80.04370000,2022-04-18
79.45290000,2022-04-19
79.02870000,2022-04-20
77.08090000,2022-04-21
74.99900000,2022-04-22
73.50500000,2022-04-23
73.50500000,2022-04-24
73.50500000,2022-04-25
73.36110000,2022-04-26
72.70890000,2022-04-27
72.87640000,2022-04-28
72.29530000,2022-04-29
71.02370000,2022-04-30
71.02370000,2022-05-01
71.02370000,2022-05-02
71.02370000,2022-05-03
71.02370000,2022-05-04
69.41600000,2022-05-05
66.23780000,2022-05-06
67.38430000,2022-05-07
67.38430000,2022-05-08
67.38430000,2022-05-09
67.38430000,2022-05-10
67.38430000,2022-05-11
68.83890000,2022-05-12
65.79160000,2022-05-13
63.77990000,2022-05-14
63.77990000,2022-05-15
63.77990000,2022-05-16
63.44450000,2022-05-17
63.54280000,2022-05-18
63.56430000,2022-05-19
62.40310000,2022-05-20
58.88620000,2022-05-21
58.88620000,2022-05-22
58.88620000,2022-05-23
58.20870000,2022-05-24
56.96900000,2022-05-25
56.29960000,2022-05-26
62.04950000,2022-05-27
66.40290000,2022-05-28
66.40290000,2022-05-29
66.40290000,2022-05-30
63.09750000,2022-05-31
61.60690000,2022-06-01
61.47330000,2022-06-02
61.57500000,2022-06-03
61.96590000,2022-06-04
61.96590000,2022-06-05
61.96590000,2022-06-06
61.10940000,2022-06-07
60.95650000,2022-06-08
60.22820000,2022-06-09
58.38950000,2022-06-10
57.77800000,2022-06-11
57.77800000,2022-06-12
57.77800000,2022-06-13
57.77800000,2022-06-14
57.09260000,2022-06-15
56.66240000,2022-06-16
56.86910000,2022-06-17
56.71010000,2022-06-18
56.71010000,2022-06-19
56.71010000,2022-06-20
56.17270000,2022-06-21
54.70810000,2022-06-22
53.27880000,2022-06-23
53.35780000,2022-06-24
53.32340000,2022-06-25
53.32340000,2022-06-26
53.32340000,2022-06-27
53.36410000,2022-06-28
52.96990000,2022-06-29
51.15800000,2022-06-30
52.51230000,2022-07-01
53.76760000,2022-07-02
53.76760000,2022-07-03
53.76760000,2022-07-04
55.08580000,2022-07-05
58.51180000,2022-07-06
62.91100000,2022-07-07
63.14270000,2022-07-08
61.26640000,2022-07-09
61.26640000,2022-07-10
61.26640000,2022-07-11
61.30450000,2022-07-12
58.85410000,2022-07-13
58.53220000,2022-07-14
58.25680000,2022-07-15
57.83230000,2022-07-16
57.83230000,2022-07-17
57.83230000,2022-07-18
56.56160000,2022-07-19
55.43700000,2022-07-20
54.84910000,2022-07-21
56.47830000,2022-07-22
57.39170000,2022-07-23
57.39170000,2022-07-24
57.39170000,2022-07-25
57.78210000,2022-07-26
58.66050000,2022-07-27
60.21980000,2022-07-28
60.20310000,2022-07-29
61.31010000,2022-07-30
61.31010000,2022-07-31
61.31010000,2022-08-01
62.05060000,2022-08-02
60.15950000,2022-08-03
60.23740000,2022-08-04
60.25800000,2022-08-05
60.36960000,2022-08-06
60.36960000,2022-08-07
60.36960000,2022-08-08
60.31640000,2022-08-09
60.38140000,2022-08-10
60.45420000,2022-08-11
60.62290000,2022-08-12
60.89930000,2022-08-13
60.89930000,2022-08-14
60.89930000,2022-08-15
61.37470000,2022-08-16
61.42470000,2022-08-17
60.75520000,2022-08-18
59.95700000,2022-08-19
59.13210000,2022-08-20
59.13210000,2022-08-21
59.13210000,2022-08-22
59.74190000,2022-08-23
59.89630000,2022-08-24
59.99740000,2022-08-25
59.76990000,2022-08-26
60.09240000,2022-08-27
60.09240000,2022-08-28
60.09240000,2022-08-29
60.36360000,2022-08-30
60.36770000,2022-08-31
60.23860000,2022-09-01
60.23700000,2022-09-02
60.37130000,2022-09-03
60.37130000,2022-09-04
60.37130000,2022-09-05
60.90330000,2022-09-06
60.85440000,2022-09-07
61.18140000,2022-09-08
60.80100000,2022-09-09
60.46960000,2022-09-10
60.46960000,2022-09-11
60.46960000,2022-09-12
60.45680000,2022-09-13
60.06760000,2022-09-14
59.77510000,2022-09-15
59.66630000,2022-09-16
60.03160000,2022-09-17
60.03160000,2022-09-18
60.03160000,2022-09-19
60.16620000,2022-09-20
60.01580000,2022-09-21
60.86850000,2022-09-22
59.83180000,2022-09-23
58.10060000,2022-09-24
58.10060000,2022-09-25
58.10060000,2022-09-26
57.99900000,2022-09-27
58.17560000,2022-09-28
58.44850000,2022-09-29
57.41300000,2022-09-30
55.29870000,2022-10-01
55.29870000,2022-10-02
55.29870000,2022-10-03
57.56640000,2022-10-04
58.79130000,2022-10-05
59.40430000,2022-10-06
60.25340000,2022-10-07
61.24750000,2022-10-08
61.24750000,2022-10-09
61.24750000,2022-10-10
62.31260000,2022-10-11
63.68400000,2022-10-12
63.75590000,2022-10-13
63.49170000,2022-10-14
63.05580000,2022-10-15
63.05580000,2022-10-16
63.05580000,2022-10-17
61.76340000,2022-10-18
61.70320000,2022-10-19
61.59050000,2022-10-20
61.50180000,2022-10-21
61.19580000,2022-10-22
61.19580000,2022-10-23
61.19580000,2022-10-24
61.16290000,2022-10-25
61.33260000,2022-10-26
61.42770000,2022-10-27
61.35890000,2022-10-28
61.53430000,2022-10-29
61.53430000,2022-10-30
61.53430000,2022-10-31
61.62290000,2022-11-01
61.42750000,2022-11-02
61.61750000,2022-11-03
62.09550000,2022-11-04
62.09550000,2022-11-05
62.09550000,2022-11-06
62.09550000,2022-11-07
61.23670000,2022-11-08
60.97740000,2022-11-09
61.06110000,2022-11-10
61.24340000,2022-11-11
60.21790000,2022-11-12
60.21790000,2022-11-13
60.21790000,2022-11-14
60.39820000,2022-11-15
60.31160000,2022-11-16
60.34840000,2022-11-17
60.38940000,2022-11-18
60.37410000,2022-11-19
60.37410000,2022-11-20
